Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,polarity,sentiment
JethBro #KayLeniKasado,@jetrs_snaps,2023-03-06T02:40:49.000Z,"stay strong, mga jeepney drivers!kasama niyo kami sa laban#jeepneyphaseout not necessary! #notojeepneyphaseout",,,2,1,positive
RyZa,@htebazyr,2023-03-06T02:10:33.000Z,my students can relate well sa jeepney modernization issue today because of one article that i let them read and create a position paper about it. #jeepneyphaseout what’s your position?,,,,1,positive
𝓖𝓵𝔂𝓷 ♡,@brave_soul1013,2023-03-06T01:22:14.000Z,haysss legit n wala mga jeep! #jeepneyphaseout,,,,0,neutral
cc,@iannejorj,2023-03-06T00:59:18.000Z,brief context of the #jeepneyphaseout ,,,,0,neutral
Mauricio,@AtheeHeureux27,2023-03-06T00:54:53.000Z,yung climate change activist ka pero hindi ka pabor sa #jeepneyphaseout ,,,,0,neutral
AMOR,@amor_lovesblue,2023-03-06T00:42:49.000Z,nakakatawa lang ang daming problema ng pilipinas pero mga jeepney yung napagtripan. #notojeepneyphaseout #jeepneyphaseout,,,,-1,negative
OTEP,@joroquid89,2023-03-06T00:41:58.000Z,bayad nga po.  #notojeepneyphaseout  #jeepneyphaseout,,,,-1,negative
Zion Ryan Cruz,@zryanverse,2023-03-06T00:40:29.000Z,mahirap kasi ayaw nila intindihin. it’s their way or the highway. absolute. not a democracy. no middle ground. no looking at alternatives. no consensus. #jeepneyphaseout #jeepneystrike,2.0,1,11,-1,negative
Little Misis Kulet,@KuletMisis,2023-03-06T00:22:00.000Z,no to #jeepneyphaseout,,,,0,neutral
Little Misis Kulet,@KuletMisis,2023-03-06T00:21:17.000Z,no to #jeepneyphaseout,,,2,0,neutral
Little Misis Kulet,@KuletMisis,2023-03-06T00:20:28.000Z,no to #jeepneyphaseout,,,,0,neutral
Miss Go,@miriamgracego,2023-03-06T00:13:15.000Z,list: schools shifting to online classes due to weeklong transport strikehttps://rappler.com/nation/list-schools-shifting-online-classes-due-transport-strike-march-6-12-2023/… via @rapplerdotcom #jeepneyphaseout,,,,0,neutral
Carl,@rcarlneri,2023-03-06T00:05:48.000Z,moving too slow? philippines has the best transportation in the world… the universe rather.  #transportstrike #traffic #jeepneyphaseout #jeepneystrike,,,,0,neutral
Ellis Pepper,@EllisPepper18,2023-03-05T21:52:45.000Z,"kung si leni sana ang naging presidente, hindi sana nagdudusa ang ating mga jeepney drivers. #jeepneyphaseout #jeepneyphaseoutibasura #leni",,,,-1,negative
Dissenting Voice,@voxdissentiens,2023-03-05T20:55:35.000Z,"divide and conquer. davao city drivers won't participate in nationwide transport strike against #jeepneyphaseout so, hindi sila mga komunista tulad ng paratang ni sara duterte sa mga lalahok ngayong araw?",2.0,,4,-3,negative
,@_miggypot29,2023-03-05T20:09:08.000Z,https://tribune.net.ph/2023/03/05/long-overdue-modernization/…#jeepneyphaseout,,14,52,0,neutral
,@_miggypot29,2023-03-05T19:36:04.000Z,"hindi lahat ng pabor sa #jeepneyphaseout eh may mga sariling sasakyan. fyi, napag iiwanan na po tayo.. matutong makisabay sa pagbabago. hindi pwedeng gobyerno palagi mag a-adjust para sa inyo.",8.0,21,108,-1,negative
Ph Trending Videos,@phtrendingvideo,2023-03-05T17:36:01.000Z,galit na galit si sen. raffy tulfo sa ltfrb tungkol sa puv modernization program#raffytulfoinaction #ltfrb #puvmodernization #jeepneyphaseout #jeepneymodernizationprogram #notojeepneyphaseout,,2,2,-1,negative
francisnoel corros,@francisnoelcor1,2023-03-05T17:18:42.000Z,we support the jeepney driver #notojeepneyphaseout #jeepneyphaseout #jeepneyphaseoutibasura,,1,,1,positive
ًciel ; sunoo birthmonth ^^,@yceksn__,2023-03-05T16:52:49.000Z,replying to @staygeneby_hart,1.0,,1,0,neutral
Duday Mariano - Pangilinan,@romwald23,2023-03-05T16:16:51.000Z,"kapag natuloy ang #jeepneyphaseout paano nalang kapag may nagrevive ng kanta ni @yengpluggedin na jeepney love story? paano gagawa ng music video?  kaya dapat ibasura yan dahil ayoko nang pumara kahit san mapunta, ayoko nang pumara pag ikaw ang kasama ! #jeepneylovestory",,,,2,positive
titawilonah,@titawilonah,2023-03-05T13:38:49.000Z,yes to #jeepneyphaseout.no to abrupt implementation.,,,,0,neutral
Chip,@_CLo14,2023-03-05T13:37:07.000Z,"i mean, seriously, why can't this god-forsaken government do good with this transport modernization program? why leave them in debt?on the other hand, can't these puv drivers not be a headache on the road and follow traffic rules?#jeepneyphaseout",,,,2,positive
Meg,@mxgtxrrxs,2023-03-05T13:32:08.000Z,yoga gid ni bala mga privileged people nga wala pakialam sa #jeepneyphaseout bi nio di kamo madalahig haw,,,,-1,negative
Yupitda3rd,@yupitda3rd,2023-03-05T11:51:05.000Z,"hello, jeepney drivers. dapat kasi ibinoto nyo yung naranasan ang mag jeep. hindi yung baby pa lang, may tsuper at alalay na. can i say, magdusa kayo? #jeepneyphaseout",,,1,-2,negative
LovelyJoy,@elbunuen,2023-03-05T10:38:39.000Z,masyadong may mga privileged kasi kaya di iniisip yung effect ng #jeepneyphaseout  ng biglaan. hindi laang po mga jeepney drivers apektado pati mga kagayang nagwowork at may mga students pa na ang way of transpo lang ay jeep. haaaaays ,,,1,-1,negative
Anjiólina,@neuroAnjiolina,2023-03-05T10:25:23.000Z,"iloilo actually has modernized jeepneys.don't remove the jeepneys, as they are crucial to filipino cultural identity. but i am in favor of modernization because i don't want to romanticize the suffering of those who ride in traditional jeepneys. #jeepneyphaseout",2.0,7,65,1,positive
1sambayan_lakan,@1sambayan_lakan,2023-03-05T08:10:57.000Z,"komunista! ayan ha, nanggaling na mismo sa bibig ng nanununtok nyong deped secretary. hindi mo na nga inasahang tumulong, kinondena ka pa! #ginustonyoyan #swoh #jeepneyphaseout",3.0,12,39,-1,negative
Imani,@EmmeriGil,2023-03-05T08:00:34.000Z,"pwede din naman mag hanap ng ibang kabuhayan ang mga jeepney drivers right? #jeepneyphaseout is actually a good thing kasi ma so-solve nito ang problema ng traffic, how about lets call out pres. and vice pres na bigyan nalang ng work ang jeepney drivers? ++",1.0,1,,1,positive
1sambayan_lakan,@1sambayan_lakan,2023-03-05T07:39:36.000Z,jeepney strike? magtiis kyo kung hindi sya maka-relate. maging anak kb naman ng #1 na magnanakaw as verified by guinness world records.  magkano lang ba ang bagong jeep kumpara sa countless limousines na sinakyan ni #alamano ?  #jeepneyphaseout #weakleader,,13,24,-2,negative
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-05T07:36:39.000Z,"#jeepneyphaseout: ""dapat yung policy natin, should make sure na yung pinakamaliit. hindi siya maiiwan"" - @lenirobredo #notojeepneyphaseout",116.0,"4,036",10.6K,-1,negative
Patrick,@patrickleonardr,2023-03-05T07:18:07.000Z,"what tf were they doing since 2017? did the jeepney groups plan this out?  raise capital, get investors, etc? i’d like to see their 5-year strat plan leading up to the 2023 phaseout deadline… they act like school kids ranting over their homework come morning #jeepneyphaseout",,,1,3,positive
Mel Panabi,@melpanabi,2023-03-05T07:02:41.000Z,"may tigil pasada bukas. para lang maliwanag, may silbi ang rally. hindi sya para lang mamerwisyo. sana yung mga driver na ganun yung pananaw marealize nila to. #tigilpasada #jeepneyphaseout #jeepney #jeepneystrike",,,,0,neutral
IAmIntrovert_mj,@n4n4daim3,2023-03-05T06:00:43.000Z,replying to @abscbnnews,,,,0,neutral
J Laspuña,@g0odriot,2023-03-05T04:51:56.000Z,no to #jeepneyphaseout yes to clearing out the criminals and corrupt government officials.,,,,0,neutral
Kristo,@marcboni,2023-03-05T03:20:44.000Z,"sadly, poor filipino voters are like sex workers; their votes were bought, no one thought this was about love #jeepneyphaseout #modernjeepney #jeeps",,,,1,positive
Kristo,@marcboni,2023-03-05T03:20:35.000Z,replying to @nuelleduterte,,,,0,neutral
Kristo,@marcboni,2023-03-05T02:13:45.000Z,tomorrow we will see excellent traffic flow; the solution is to take out chaotic kamote drivers from the roads @mmda @jdeakin72 #likesingapore #jeepneyphaseout,,,,1,positive
Nico Silvano,@pinpoint015,2023-03-05T01:46:14.000Z,yes to #jeepneyphaseout,,,,0,neutral
tasha,@pppowfu,2023-03-05T01:19:08.000Z,idk what this is but im boosting ig  it needs you to connect your wallet or whatever someone try it cause i wont anyway #notojeepneyphaseout #jeepneyphaseout #blackpink_bornpinkencore #shingekinokyojin #stopwillowproject https://twitter.com/_lucilu__/status/1632188258791694336…,,,,0,neutral
Komand Dante #DefendCordilleraPh,@DutifulComrade,2023-03-05T00:40:26.000Z,"dearest mayor magalong. huwag niyo naman sanang i-frame na ""personal interest"" lang ang pagtutol sa #jeepneyphaseout. ito ay para sa interest ng pamilya ng mga jeepney drivers at higit lahat ay para sa interest ng commuting public.",1.0,15,46,-1,negative
Komand Dante #DefendCordilleraPh,@DutifulComrade,2023-03-05T00:14:23.000Z,"ang aga-aga ha. madumbsht sarah duterte, para lang po sa kaalalaman ninyo, libu-libong estudyante po ang umaasa sa kanilang magulang na jeepney driver. since sinusuportahan mo ang #jeepneyphaseout, itinutulak niyo na rin ang libu-libong estudyante na huminto sa kanilang pag-aaral",1.0,2,5,1,positive
Cristoffer,@Dywnceex,2023-03-04T20:46:19.000Z,the sad part about the #jeepneyphaseout is that most of the jeepney drivers voted for our president.,,,,-1,negative
Czarina Thana,@aglipay_nicole,2023-03-04T13:54:07.000Z,"i know a lot of people are overthinking because school has been suspended for 1 week again, what if is in my mind now like what if it will be like before when it was said that there was only 2 weeks without school but it turned into 2 years#philippine#jeepneyphaseout",,,,3,positive
Mayon Go,@go_mayon,2023-03-04T12:24:08.000Z,"chance to save some money to buy these expensive vehicles. they may have given time by extending the deadline, but th, they don't even support or remind these drivers to buy the vehicle. #jeepneyphaseout #notojeepneyphaseout",,,,1,positive
@𝙡𝙚𝙢𝙪𝙚𝙡𝙖𝙜𝙪𝙚𝙩𝙚,@𝙡𝙚𝙢𝙪𝙚𝙡𝙖𝙜𝙪𝙚𝙩𝙚,2023-03-04T09:18:22.000Z,no to #jeepneyphaseout. sasakay pa si @chaeunwooth ng jeep at kakain pa siya sa @jollibee ,,,,0,neutral
rai ✩,@b1aobei,2023-03-04T06:53:52.000Z,hiii! how is everyone? ꒰collecting responses for school purposes꒱what are your insights on the #jeepneyphaseout and the tigil pasada movement?,,,1,0,neutral
Aleksandra,@Queerwulf3,2023-03-04T06:15:49.000Z,yes to #jeepneyphaseout dasurv. most of them are sexist who voted based on gender anyway.,,,,0,neutral
Officer Mon,@DatingSegundo,2023-03-04T05:40:52.000Z,"since hot issue sa ngayon ang jeepney modernation, na apektado hindi lang mga dribers and operators, pati na din ang commuters, panuorin natin ang dati nang sagot ni fvp atty. @lenirobredo ukol dito. [1] #lenirobredo #jeepneyphaseout#angatbuhay ctto",2.0,4,11,-2,negative
BULGAR,@bulgarofficial,2023-03-04T03:37:36.000Z,"ano’ng sey mo sa hirit na 94% ng tsuper, atras sa tigil-pasada?#hugotmosharemo #bulgaronline #isyuatusapin #bulgar #ltfrb #phaseout #jeepneyphaseout #puvmodernization",,,,-1,negative
Jessa,@JessaSalvador98,2023-03-03T17:00:34.000Z,gusto niyo mag loan ang mga drivers ng malaki para sa modernised jeepney. e kung yung pera dyan sa maharlika funds sana itinulong niyo nalang dito!!! #jeepneyphaseout #jeepneyphaseoutibasura#marcossinungaling,,1,3,2,positive
"ross, RN",@MakDonaldsss,2023-03-03T15:32:26.000Z,i felt in his eyes the worry of tomorrow at the same time the will to continue working so that he can provide food for his family tonight. it's painful to watch the news but seeing it first hand brings unexplainable pain and dismay. #jeepneyphaseout #jeepneyphaseoutibasura,,,,-1,negative
eclipse,@Ayshootinz,2023-03-03T14:50:31.000Z,no to #jeepneyphaseout,,,1,0,neutral
Dey!,@DeyMongji0710,2023-03-03T14:28:15.000Z,5 yrs ago pa pala yan puv modernization program hahahaha https://youtube.com/watch?v=1lfdpzk_azi…#notojeepneyphaseout #jeepneyphaseout,,,,-1,negative
Lan Guo 蓝郭,@bluedwall,2023-03-03T11:33:56.000Z,#jeepneyphaseout,,,,0,neutral
Xavier Mandreza,@joshmandreza,2023-03-03T10:30:38.000Z,"#jeepneyphaseout this is a stupid proposal, i don't care what the reasons are. most of our jeepney drivers are below the #poverty line @ltfrb @ltfrb_official @ltfrbph as a #commuter myself they simply cannot afford the costs of those e-jeepney upgrades. #compassion",,,,2,positive
Empress K,@EmpressKxxx,2023-03-03T10:21:12.000Z,"oplan: libreng sakay of city of manila on monday, march 6: manila public information office / facebook#jeepneyphaseout",,2,5,0,neutral
GreatCzar Digital,@GCzarDigital,2023-03-03T09:45:29.000Z,usap-usapan ngayon sa social media ang #notojeepneyphaseout bilang pagtutol sa nakatakdang pag-aalis ng mga traditional #jeepney sa kalsada. sang-ayon ka ba sa planong ito? #jeepneyphaseout,,,,-1,negative
girlwhohasnoname,@vaporub_viks,2023-03-03T09:16:55.000Z,"di tinitigilan yung #jeepneyphaseout napaka anti-poor ng administrasyon talaga na to, yung jeepney na karag karag nalang muna sana yung tulungan nyo!!! pano kami papasok nyan? ano maglakad ako ng 15kms??? shuta",,,1,3,positive
Cjay,@tian_cjay,2023-03-03T09:16:47.000Z,"so paano ngayon yan? sana pakinggan kayo ng pangulo sa mga hinaing nyu, ano? #jeepneyphaseout",1.0,18,69,0,neutral
~,@piniritongutot,2023-03-03T07:45:47.000Z,#jeepneyphaseoutibasura #jeepneyphaseout,,,,0,neutral
Alli |,@Jelo_twt,2023-03-03T04:49:55.000Z,blaming the victims of this #jeepneyphaseout will not help the situation. you’re only putting salt in the wound. use your platform to call out the government and fulfill its purpose to serve the filipino people.,,1,9,0,neutral
Tough Love,@toughlove48,2023-03-03T03:09:16.000Z,i don't have anyone in my circle who are associated with jeepney drivers so i can say idgaf about #jeepneyphaseout. i've had lots of petty experiences with regard to jeepney drivers & their handling of payment when i still rode them so this is just desserts afaic.,2.0,,2,1,positive
Citizen JUAN,@CitizenOnePH,2023-03-03T02:26:06.000Z,"papalitan mo nga ng modern jeepney pero kung sila-sila rin ang mag-drive eh di ganun pa din. bago lang pero gitgitan pa din, stop anywhere, load/unload anywhere, hintay ng pasahero anywhere, etc. #jeepneyphaseout",,,,0,neutral
Citizen JUAN,@CitizenOnePH,2023-03-03T02:23:20.000Z,"replacing old jeeps with new ""modern"" jeepneys will not solve our transport & traffic problems. what we need to do is to replace them with more efficient modes of mass transport. #jeepneyphaseout",1.0,,,0,neutral
Jomarie Sauquillo,@ItsMeGrayKnight,2023-03-02T16:13:01.000Z,"companies that produce mini bus instead of e-jeep. secondly, ordinary jeepney drivers can't afford the cost of a new e-jeep, that must be revised too to be affordable. they need a very huge budget if they want to hurry the transition to a cleaner energy. #jeepneyphaseout",,,,3,positive
Jomarie Sauquillo,@ItsMeGrayKnight,2023-03-02T16:13:00.000Z,"(1) regarding the issue of #jeepneyphaseout, ltfrb must maintain the original design of our classic jeepneys and incorporate the upgrades like cctv, digital money like beep, gcash etc. for e-jeep it is feasible. the problem is they're teaming up with",1.0,,1,1,positive
Ⓗⓔⓐⓣⓗⓔⓡ,@weeabhoe,2023-03-02T15:19:25.000Z,"mas malaki ang maidudulot na problema ang #jeepneyphaseout. bukod sa madaming mawawalan ng hanapbuhay, maari din silang kumapit sa patalim (e.g., d**g selling, theft).",1.0,,,-2,negative
Kleiderman,@Kleiderman_17,2023-03-02T13:33:34.000Z,i am so in favor of this move. those #jeepney vehicles are a death trap for the environment.  #jeepneyphaseout,,,,1,positive
Jomar Carpena,@jomarcarpena,2023-03-02T12:53:26.000Z,"do i want newer, more efficient,  public utility vehicles? yes.do i want my fellow filipinos who are already poor to be buried in debt? of course not.i swear, the public transportation system here in the philippines sucks on all levels.#jeepneyphaseout",,,1,-1,negative
Ysla Carmen,@YslaCarmen,2023-03-02T12:50:46.000Z,angeles city leader posted this in line with the jeepney nationwide strike#jeepneynationwidestrike #jeepneyphaseout,,,,-1,negative
doc,@_aeaix,2023-03-02T09:33:03.000Z,"kanina, nung nakasakay ako sa jeep habang pauwi galing sa bayan ng lucena, kinausap ako nung driver tungkol sa #jeepneyphaseout at ito ang ilan sa mga salitang binitawan niya:",1.0,1,7,2,positive
Officer Mon,@DatingSegundo,2023-03-02T08:54:01.000Z,"dear mrs dumper partylist representative,sana sa panahong may problema ang sektor ng pampublikong transportasyon lalo na ang jeepneys sana ay maramdaman ka naman namin.partylist for drivers and commuters kayo diba?nagpapaalala,pinoy sa laylayan#jeepneyphaseout ctto",,,3,-1,negative
FERDINANDAYA,@Homeboy56581258,2023-03-02T07:05:53.000Z,kinakatawan niya sa kongreso ang mga drayber ng mga pampublikong sasakyan. bakit ang tahimik nito sa issue ng #jeepneyphaseout?,99.0,326,"1,292",0,neutral
Megan Rowling,@meganrowling,2023-03-01T17:21:52.000Z,"#philippines trade unions say the #jeepneyphaseout programme will result in ""wholesale disenfranchisement"" of small operators and is a form of state violence toward informal passenger #transport workers who live a hand-to-mouth existence #justtransition | @mariejoramosinq reports",,2,3,2,positive
Politiko Watch,@PolitikoWatch,2023-03-01T13:47:14.000Z,hindi makatao: senators call for suspension of jeepney phaseouthttps://youtube.com/watch?v=pmmto_18m5c…@senateph #senators#jeepneyphaseout#suspension #transportmodernization #philippinejeepney@golezprince,,,,0,neutral
isme morebasheaur,@mubashiding,2023-02-28T16:31:25.000Z,#philippines#jeepneyphaseout,,,,0,neutral
Basty,@basty1117,2023-02-28T14:35:02.000Z,no to #jeepneyphaseout!,,,,0,neutral
Team_PIA,@OfficialSenPia,2023-02-28T14:25:54.000Z,"sen @piacayetano: the #jeepneyphaseout program runs counter to ph's commitment to fulfill several #sdgs including: sdg 1 (no poverty), sdg 8 (decent work and sustainable growth); & sdg 11 (sustainable cities & communities). #watch https://fb.watch/izny3kjwsf/",,1,1,2,positive
The Wasted Wanderer,@_wastedwanderer,2023-02-28T07:57:39.000Z,"between now and the last time someone proposed #jeepneyphaseout or the puv modernization program and it was opposed by the transport sector, was anything even done to address their concerns?",,,,0,neutral
