Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,,,
Jonathan Castillo,@tatancast,2023-03-06T06:37:43.000Z,"Magkaiba ang #jeepneyphaseout sa #jeepneymodernization.

Hayan na, pinaghahalo na naman ang balat sa tinalupan. ",,,1,,,
Dann General-Seterra,@ohohdann,2023-03-06T06:13:02.000Z,"No to #JeepneyPhaseOut daw e never ka naman sumakay sa jeep dahil may sasakyan ka! EMEDORA MAKA-RIDE LANG SA ISSUE! Haha!

#YesToBBMSaraPhaseOut pwede pa! Hahaha!",,,1,,,
Nathaniel,@bolus_nathaniel,2023-03-06T06:03:07.000Z,No to phase out #jeepneyphaseout,,,,,,
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-06T06:02:10.000Z,"So far, tahimik ang Mendiola ngayon, pero maraming pulis.

#NoToJeepneyPhaseOut 
#JeepneyPhaseOut",,,11,,,
republicasia,@republicasiadot,2023-03-06T05:49:14.000Z,"on Jeepney phase out? | #news #newsph #socialnewsph #republicasianews #republicasia #Jeepneyphaseout #Jeepneymodernization 

Visit http://republicasiamedia.com for more!",,,,,,
My Fabelous World,@FabeTony,2023-03-06T05:48:59.000Z,"Kami nga, we think twice whether to buy a new car or not kahit 0% downpayment kasi mabigat nga ang monthly amortization nya, e yung jeepney driver pa kaya na 2 million agad ang isang minibus!  Parang nagtrabaho ka lang para sa bangko!

#jeepneyphaseout #SupportTransportStrike",,,,,,
reyreygoaway,@reyreygoaway,2023-03-06T05:18:35.000Z,"#jeepneyphaseout

""Wag sana i phase out yung mga jeep, isa yan sa mga dinadayo ng mga foreigners sa Pilipinas""

Yung foreigner na first time sumakay ng jeep:",,,1,,,
reyreygoaway,@reyreygoaway,2023-03-06T05:17:56.000Z,"#jeepneyphaseout 

""Wag sana i phase out yung mga jeep, part na po ito ng ating culture""

Yung culture:",,3,,,,
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-06T05:16:02.000Z,"Pag uusapan palang pala nila ang pag #JeepneyPhaseOut 
#NoToJeepneyPhaseout
 chonayu1",1,2,6,,,
Yohan,@DollieYoyie,2023-03-06T05:11:50.000Z,"Replying to 
@Joseph_Morong
 and 
@gmanews",,,,,,
Juls_ELFCARAT,@julie24_hyukjae,2023-03-06T05:00:58.000Z,"Nakakadurog ng puso! Remember they are not against the modernization, ang pinoproblema nila is yung ipapalit na unit. Jusko 2.4 million ang halaga saan mo papakuhanin ang mga driver nun.  Jusko nasaan ang puso? 

#TigilPasada 
#jeepneyphaseout",,,3,,,
Ruben Carranza,@RCarranza_,2023-03-06T04:11:29.000Z,"A REMINDER for the #jeepneyphaseout strike by drivers of the mode of public transportation working class Filipinos use the most: his 2014 statement of assets shows that 
@bongbongmarcos
 owns at least 10 cars and luxury SUVs.",9,48,144,,,
BULGAR,@bulgarofficial,2023-03-06T04:05:09.000Z,"Karamihan sa mga transport group ay nagpahayag ng kanilang pagtutol sa planong isang linggong transport group strike ng Manibela sa Metro Manila simula ngayong araw.

#TigilPasada #jeepneyphaseout #PUV #Bulgaronline #bulgarnews",,,,,,
Pamy,@PamVeeeeeee,2023-03-06T03:49:25.000Z,"Kung si 
@lenirobredo
 naging President, papakinggan n’ya kayo at di kayo tatawaging communist.

#jeepneyphaseout 
#TransportStrike",,,3,,,
tasha,@pppowfu,2023-03-06T03:45:20.000Z,Lets talk abt #NoToJeepPhaseOut #StopWillow #StopDrinkingAlcohol #loveislandaftersun #jeepneyphaseout #JeepneyPhaseoutIbasura,,,,,,
,@MyKey_10_07,2023-03-06T03:44:42.000Z,"Eh ano naman kasi aasahan mo sa ang ultimate goal was to only win the last election by hook or by 31M crooks and the rest bahala na si Antman?
#jeepneyphaseout",,,11,,,
Shadilou,@Snapshadilou,2023-03-06T03:41:50.000Z,"With this whole Jeepney phasout thing. Why can't the govt first shoulder the cost, tapos a percentage of the operaters owners goes to payback the govt then when they're fully paid bahala na? why do the people suffer cause the govt doesnt think? #jeepneyphaseout",,,,,,
zzzzz,@OrencilloA,2023-03-06T03:39:58.000Z,"Sana naisip po nasa taas ung welfare na ma aapektuhan na tao!  Nakakalungkot lang nangyari

#jeepneyphaseout",,,,,,
Amara,@SarahCrewe,2023-03-06T03:31:59.000Z,"Teacher ako Sara. Ramdam ko ang hirap ng mga guro at mga bata. PERO MAS RAMDAM KO ANG HIRAP NG MGA JEEPNEY DRIVER! Ikaw ang hindi makakuha sa point nila! Ikaw ang hindi makaintindi!

#jeepneyphaseout #TransportStrike #NoToPUVPhaseout #NoToJeepPhaseOut #NoToJeepneyPhaseOut",,,2,,,
Jomarie Sauquillo,@ItsMeGrayKnight,2023-03-06T03:08:28.000Z,"ano pa ba ang aasahan natin sa mga inutil na Pulis? mga kasangkapan ng korapsyon at kasamaan ang mga yan. 

#NoToJeepneyPhaseout
#jeepneyphaseout",,5,3,,,
Jason del Rosario,@fauxillustrado,2023-03-06T03:00:53.000Z,"Medyo nakakaurat yung tungkol sa #jeepneyphaseout yung tigil pasada, pero laging binabalik ng iba diyan sa mga politikong “sinayang natin”",,,1,,,
HighPower,@highpower2016,2023-03-06T02:50:41.000Z,"Salamat sa lahat ng JEEPNEY DRIVERS! Mabuhay po kayo. Lalaban tayo  

PARA SA MGA JEEPNEY DRIVERS | ISANG JEEP DANCE COVER
- https://fb.watch/j5300OJcmL/

#NoToJeepneyPhaseout #NoToPUVPhaseout #jeepneyphaseout #jeepneystrike #JeepneyPhaseoutIbasura #Jeep #Highpower2016",,,,,,
JethBro #KayLeniKasado,@jetrs_snaps,2023-03-06T02:40:49.000Z,"Stay strong, mga jeepney drivers!
Kasama niyo kami sa laban

#jeepneyphaseout not necessary! 
#NoToJeepneyPhaseout",,,2,,,
RyZa,@htebazyr,2023-03-06T02:10:33.000Z,My students can relate well sa jeepney modernization issue today because of one article that I let them read and create a position paper about it. #jeepneyphaseout what’s your position?,,,,,,
𝓖𝓵𝔂𝓷 ♡,@brave_soul1013,2023-03-06T01:22:14.000Z,Haysss legit n wala mga jeep! #jeepneyphaseout,,,,,,
cc,@iannejorj,2023-03-06T00:59:18.000Z,brief context of the #JeepneyPhaseout ,,,,,,
Mauricio,@AtheeHeureux27,2023-03-06T00:54:53.000Z,Yung climate change activist ka pero hindi ka pabor sa #JeepneyPhaseOut ,,,,,,
AMOR,@amor_lovesblue,2023-03-06T00:42:49.000Z,"nakakatawa lang ang daming problema ng Pilipinas pero mga jeepney yung napagtripan. 

#NoToJeepneyPhaseout 
#jeepneyphaseout",,,,,,
OTEP,@joroquid89,2023-03-06T00:41:58.000Z,Bayad nga po.  #NoToJeepneyPhaseout  #jeepneyphaseout,,,,,,
Zion Ryan Cruz,@zryanverse,2023-03-06T00:40:29.000Z,"Mahirap kasi ayaw nila intindihin. 

It’s their way or the highway. Absolute. Not a democracy. No middle ground. No looking at alternatives. No consensus. 

#jeepneyphaseout #jeepneystrike",2,1,11,,,
Little Misis Kulet,@KuletMisis,2023-03-06T00:22:00.000Z,No to #jeepneyphaseout,,,,,,
Little Misis Kulet,@KuletMisis,2023-03-06T00:21:17.000Z,No to #jeepneyphaseout,,,2,,,
Little Misis Kulet,@KuletMisis,2023-03-06T00:20:28.000Z,No to #jeepneyphaseout,,,,,,
Miss Go,@miriamgracego,2023-03-06T00:13:15.000Z,"LIST: Schools shifting to online classes due to weeklong transport strike
https://rappler.com/nation/list-schools-shifting-online-classes-due-transport-strike-march-6-12-2023/… via 
@rapplerdotcom
 #JeepneyPhaseout",,,,,,
Carl,@rcarlneri,2023-03-06T00:05:48.000Z,Moving too slow? Philippines has the best transportation in the world… the universe rather.  #TransportStrike #Traffic #jeepneyphaseout #jeepneystrike,,,,,,
Ellis Pepper,@EllisPepper18,2023-03-05T21:52:45.000Z,"Kung si Leni sana ang naging presidente, hindi sana nagdudusa ang ating mga jeepney drivers. #jeepneyphaseout #JeepneyPhaseoutIbasura #leni",,,,,,
Dissenting Voice,@voxdissentiens,2023-03-05T20:55:35.000Z,"Divide and conquer. Davao city drivers won't participate in nationwide transport strike against #jeepneyphaseout So, hindi sila mga komunista tulad ng paratang ni Sara Duterte sa mga lalahok ngayong araw?",2,,4,,,
,@_miggypot29,2023-03-05T20:09:08.000Z,"https://tribune.net.ph/2023/03/05/long-overdue-modernization/…

#jeepneyphaseout",,14,52,,,
,@_miggypot29,2023-03-05T19:36:04.000Z,"hindi lahat ng pabor sa #JeepneyPhaseOut eh may mga sariling sasakyan. 

fyi, napag iiwanan na po tayo.. matutong makisabay sa pagbabago. hindi pwedeng gobyerno palagi mag a-adjust para sa inyo.",8,21,108,,,
Ph Trending Videos,@phtrendingvideo,2023-03-05T17:36:01.000Z,"GALIT NA GALIT SI SEN. RAFFY TULFO SA LTFRB TUNGKOL SA PUV MODERNIZATION PROGRAM

#RaffyTulfoInAction #ltfrb #puvmodernization #jeepneyphaseout #JeepneyModernizationProgram #NoToJeepneyPhaseout",,2,2,,,
francisnoel corros,@francisnoelcor1,2023-03-05T17:18:42.000Z,"WE SUPPORT THE JEEPNEY DRIVER 
#NoToJeepneyPhaseout 
#jeepneyphaseout 
#JeepneyPhaseoutIbasura",,1,,,,
ًciel ; sunoo birthmonth ^^,@yceksn__,2023-03-05T16:52:49.000Z,"Replying to 
@STAYGENEby_HART",1,,1,,,
Duday Mariano - Pangilinan,@romwald23,2023-03-05T16:16:51.000Z,"Kapag natuloy ang #jeepneyphaseout paano nalang kapag may nagrevive ng kanta ni 
@YengPLUGGEDin
 na Jeepney Love Story? Paano gagawa ng music video?  Kaya dapat ibasura yan dahil ayoko nang pumara kahit san mapunta, ayoko nang pumara pag ikaw ang kasama ! #JeepneyLoveStory",,,,,,
titawilonah,@titawilonah,2023-03-05T13:38:49.000Z,"YES to #JeepneyPhaseout.
NO to abrupt implementation.",,,,,,
Chip,@_CLo14,2023-03-05T13:37:07.000Z,"I mean, seriously, why can't this God-forsaken government do good with this transport modernization program? Why leave them in debt?

On the other hand, can't these PUV drivers not be a headache on the road and follow traffic rules?

#jeepneyphaseout",,,,,,
Meg,@mxgtxrrxs,2023-03-05T13:32:08.000Z,Yoga gid ni bala mga privileged people nga wala pakialam sa #jeepneyphaseout bi nio di kamo madalahig haw,,,,,,
Yupitda3rd,@yupitda3rd,2023-03-05T11:51:05.000Z,"Hello, jeepney drivers. Dapat kasi ibinoto nyo yung naranasan ang mag jeep. Hindi yung baby pa lang, may tsuper at alalay na. Can I say, magdusa kayo? 

#jeepneyphaseout",,,1,,,
LovelyJoy,@elbunuen,2023-03-05T10:38:39.000Z,Masyadong may mga privileged kasi kaya di iniisip yung effect ng #jeepneyphaseout  ng biglaan. Hindi laang po mga jeepney drivers apektado pati mga kagayang nagwowork at may mga students pa na ang way of transpo lang ay Jeep. Haaaaays ,,,1,,,
Imani,@EmmeriGil,2023-03-05T08:00:34.000Z,"Pwede din naman mag hanap ng ibang kabuhayan ang mga jeepney drivers right? #jeepneyphaseout is actually a good thing kasi ma so-solve nito ang problema ng traffic, how about lets call out pres. And vice pres na bigyan nalang ng work ang jeepney drivers? ++",1,1,,,,
1sambayan_lakan,@1sambayan_lakan,2023-03-05T07:39:36.000Z,JEEPNEY strike? Magtiis kyo kung hindi sya maka-relate. Maging anak kb naman ng #1 na MAGNANAKAW as verified by Guinness World Records.  Magkano lang ba ang bagong jeep kumpara sa countless limousines na sinakyan ni #alamano ?  #jeepneyphaseout #weakleader,,13,24,,,
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-05T07:36:39.000Z,"#jeepneyphaseout: ""Dapat yung policy natin, should make sure na yung pinakamaliit. Hindi siya maiiwan"" - 
@lenirobredo
 

#NoToJeepneyPhaseout",116,"4,036",10.6K,,,
Patrick,@patrickleonardr,2023-03-05T07:18:07.000Z,"What tf were they doing since 2017? Did the jeepney groups plan this out?  raise capital, get investors, etc? I’d like to see their 5-year strat plan leading up to the 2023 phaseout deadline… they act like school kids ranting over their homework come morning #jeepneyphaseout",,,1,,,
Mel Panabi,@melpanabi,2023-03-05T07:02:41.000Z,"May tigil pasada bukas. Para lang maliwanag, may silbi ang rally. Hindi sya para lang mamerwisyo. Sana yung mga driver na ganun yung pananaw marealize nila to. #tigilpasada #jeepneyphaseout #jeepney #jeepneystrike",,,,,,
IAmIntrovert_mj,@n4n4daim3,2023-03-05T06:00:43.000Z,"Replying to 
@ABSCBNNews",,,,,,
J Laspuña,@g0odriot,2023-03-05T04:51:56.000Z,"NO TO #jeepneyphaseout 

Yes to clearing out the criminals and corrupt government officials.",,,,,,
Kristo,@marcboni,2023-03-05T03:20:44.000Z,"Sadly, poor Filipino voters are like sex workers; their votes were bought, no one thought this was about love #jeepneyphaseout #ModernJeepney #jeeps",,,,,,
Kristo,@marcboni,2023-03-05T03:20:35.000Z,"Replying to 
@nuelleduterte",,,,,,
Kristo,@marcboni,2023-03-05T02:13:45.000Z,"Tomorrow we will see excellent traffic flow; the solution is to take out chaotic Kamote drivers from the roads 
@MMDA
 @jdeakin72
 #LikeSingapore #jeepneyphaseout",,,,,,
Nico Silvano,@pinpoint015,2023-03-05T01:46:14.000Z,YES to #jeepneyphaseout,,,,,,
tasha,@pppowfu,2023-03-05T01:19:08.000Z,Idk what this is but im boosting ig  it needs you to connect your wallet or whatever someone try it cause i wont anyway #NoToJeepneyPhaseout #jeepneyphaseout #BLACKPINK_BORNPINKENCORE #ShingekiNoKyojin #StopWillowProject https://twitter.com/_Lucilu__/status/1632188258791694336…,,,,,,
Komand Dante #DefendCordilleraPh,@DutifulComrade,2023-03-05T00:40:26.000Z,"Dearest Mayor Magalong. Huwag niyo naman sanang i-frame na ""personal interest"" lang ang pagtutol sa #JeepneyPhaseout. Ito ay para sa interest ng pamilya ng mga jeepney drivers at higit lahat ay para sa interest ng commuting public.",1,15,46,,,
Komand Dante #DefendCordilleraPh,@DutifulComrade,2023-03-05T00:14:23.000Z,"Ang aga-aga ha. Madumbsht Sarah Duterte, para lang po sa kaalalaman ninyo, libu-libong estudyante po ang umaasa sa kanilang magulang na jeepney driver. Since sinusuportahan mo ang #JeepneyPhaseout, itinutulak niyo na rin ang libu-libong estudyante na huminto sa kanilang pag-aaral",1,2,5,,,
Cristoffer,@Dywnceex,2023-03-04T20:46:19.000Z,The sad part about the #jeepneyphaseout is that most of the jeepney drivers voted for our president.,,,,,,
Czarina Thana,@aglipay_nicole,2023-03-04T13:54:07.000Z,"I know a lot of people are overthinking because school has been suspended for 1 week again, what if is in my mind now like what if it will be like before when it was said that there was only 2 weeks without school but it turned into 2 years
#philippine
#jeepneyphaseout",,,,,,
Mayon Go,@go_mayon,2023-03-04T12:24:08.000Z,"chance to save some money to buy these expensive vehicles. They may have given time by extending the deadline, but TH, they don't even support or remind these drivers to buy the vehicle. #jeepneyphaseout #NoToJeepneyPhaseout",,,,,,
@𝙡𝙚𝙢𝙪𝙚𝙡𝙖𝙜𝙪𝙚𝙩𝙚,@𝙡𝙚𝙢𝙪𝙚𝙡𝙖𝙜𝙪𝙚𝙩𝙚,2023-03-04T09:18:22.000Z,"No to #JeepneyPhaseOut. Sasakay pa si 
@ChaeunwooTH
 ng jeep at kakain pa siya sa 
@Jollibee
 ",,,,,,
rai ✩,@b1aobei,2023-03-04T06:53:52.000Z,"hiii! how is everyone? 

꒰collecting responses for school purposes꒱
what are your insights on the #jeepneyphaseout and the tigil pasada movement?",,,1,,,
Aleksandra,@Queerwulf3,2023-03-04T06:15:49.000Z,"Yes to #jeepneyphaseout 
Dasurv. Most of them are sexist who voted based on gender anyway.",,,,,,
Officer Mon,@DatingSegundo,2023-03-04T05:40:52.000Z,"Since hot issue sa ngayon ang jeepney modernation, na apektado hindi lang mga dribers and operators, pati na din ang commuters, panuorin natin ang dati nang sagot ni FVP Atty. 
@lenirobredo
 ukol dito.
 [1]
 #LeniRobredo #jeepneyphaseout
#AngatBuhay 
ctto",2,4,11,,,
Jessa,@JessaSalvador98,2023-03-03T17:00:34.000Z,"GUSTO NIYO MAG LOAN ANG MGA DRIVERS NG MALAKI PARA SA MODERNISED JEEPNEY. E KUNG YUNG PERA DYAN SA MAHARLIKA FUNDS SANA ITINULONG NIYO NALANG DITO!!! 
#jeepneyphaseout #JeepneyPhaseoutIbasura
#marcossinungaling",,1,3,,,
"ross, RN",@MakDonaldsss,2023-03-03T15:32:26.000Z,I felt in his eyes the worry of tomorrow at the same time the will to continue working so that he can provide food for his family tonight. It's painful to watch the news but seeing it first hand brings unexplainable pain and dismay. #jeepneyphaseout #JeepneyPhaseoutIbasura,,,,,,
eclipse,@Ayshootinz,2023-03-03T14:50:31.000Z,no to #jeepneyphaseout,,,1,,,
Dey!,@DeyMongji0710,2023-03-03T14:28:15.000Z,"5 yrs ago pa pala yan PUV Modernization Program hahahaha https://youtube.com/watch?v=1lfDPzK_azI…
#NoToJeepneyPhaseout #jeepneyphaseout",,,,,,
Lan Guo 蓝郭,@bluedwall,2023-03-03T11:33:56.000Z,#JeepneyPhaseout,,,,,,
Xavier Mandreza,@joshmandreza,2023-03-03T10:30:38.000Z,"#JeepneyPhaseout This is a stupid proposal, I don't care what the reasons are. Most of our jeepney drivers are below the #poverty line 
@ltfrb
 @LTFRB_Official
 @ltfrbph
 as a #commuter myself they simply cannot afford the costs of those e-jeepney upgrades. #compassion",,,,,,
Empress K,@EmpressKxxx,2023-03-03T10:21:12.000Z,"Oplan: Libreng Sakay of City of Manila on Monday, March 6

: Manila Public Information Office / Facebook

#JeepneyPhaseOut",,2,5,,,
GreatCzar Digital,@GCzarDigital,2023-03-03T09:45:29.000Z,Usap-usapan ngayon sa social media ang #NoToJeepneyPhaseOut bilang pagtutol sa nakatakdang pag-aalis ng mga traditional #Jeepney sa kalsada. Sang-ayon ka ba sa planong ito? #JeepneyPhaseout,,,,,,
girlwhohasnoname,@vaporub_viks,2023-03-03T09:16:55.000Z,"di tinitigilan yung #JeepneyPhaseout napaka anti-poor ng administrasyon talaga na to, yung jeepney na karag karag nalang muna sana yung tulungan nyo!!! 

PANO KAMI PAPASOK NYAN? ano maglakad ako ng 15kms??? shuta",,,1,,,
Cjay,@tian_cjay,2023-03-03T09:16:47.000Z,"So paano ngayon yan? Sana pakinggan kayo ng Pangulo sa mga hinaing nyu, ano? #jeepneyphaseout",1,18,69,,,
~,@piniritongutot,2023-03-03T07:45:47.000Z,#JeepneyPhaseoutIbasura #jeepneyphaseout,,,,,,
Alli |,@Jelo_twt,2023-03-03T04:49:55.000Z,Blaming the victims of this #JeepneyPhaseOut will not help the situation. You’re only putting salt in the wound. Use your platform to call out the government and fulfill its purpose to serve the Filipino people.,,1,9,,,
Tough Love,@toughlove48,2023-03-03T03:09:16.000Z,"I don't have anyone in my circle who are associated with jeepney drivers so I can say idgaf about #jeepneyphaseout. 

I've had lots of petty experiences with regard to jeepney drivers & their handling of payment when I still rode them so this is just desserts afaic.",2,,2,,,
